production_day,station_id,station_name,downtime_minutes,downtime_type,z_score
2026-02-12,4,FRA-PP-L01-01,71.35,Inventory Check,1.45959267462198
2026-02-12,3,HDR-MLD-L01-02,80.43,Part Shortage,1.8244114301935648
2026-02-12,2,HDR-MLD-L01-01,82.27,Breakdown,1.898339459956969
2026-02-12,4,FRA-PP-L01-01,6.8,Cleaning,-1.1339151086539843
2026-02-12,4,FRA-PP-L01-01,45.35,Part Shortage,0.4149574714434353
2026-02-12,2,HDR-MLD-L01-01,13.02,Cleaning,-0.8840062254320401
2026-02-12,3,HDR-MLD-L01-02,11.92,Material Check,-0.9282023301819016
2026-02-12,5,FRA-PP-L01-02,11.5,Calibration,-0.9450772065409396
2026-02-12,7,FRA-OVE-L01-01,19.02,Meeting,-0.6429365631600682
2026-02-12,8,FRA-AOI-L01-01,34.43,Breakdown,-0.023789313891553664
2026-02-12,2,HDR-MLD-L01-01,11.32,Meeting,-0.9523092964090988
2026-02-12,6,FRA-PP-L01-03,91.78,Part Shortage,2.2804348746580447
2026-02-12,3,HDR-MLD-L01-02,55.75,Breakdown,0.8328115527148533
2026-02-12,1,SF-SPI-L01-01,36.48,Cleaning,0.05857615405136996
2026-02-12,2,HDR-MLD-L01-01,35.75,Preventive Maintenance,0.02924601180828017
2026-02-12,7,FRA-OVE-L01-01,45.07,Breakdown,0.40370755387074325
2026-02-12,1,SF-SPI-L01-01,68.8,Breakdown,1.357138068156392
2026-02-12,6,FRA-PP-L01-03,88.57,Breakdown,2.151462605342539
2026-02-12,5,FRA-PP-L01-02,57.43,Breakdown,0.9003110581510054
2026-02-12,7,FRA-OVE-L01-01,52.12,Fire Drills,0.6869644070403101
2026-02-12,10,SFX-PLM-ASSY-01,61.8,Breakdown,1.0758901288390914
2026-02-12,8,FRA-AOI-L01-01,30.98,Cleaning,-0.16240436969793748
2026-02-13,1,SF-SPI-L01-01,44.12,Material Check,0.3655381906776809
2026-02-13,5,FRA-PP-L01-02,11.43,Part Shortage,-0.9478896859341127
2026-02-13,9,SFX-PLM-PROG-01,5.3,Trial & Pilot Run,-1.1941825242219772
2026-02-13,5,FRA-PP-L01-02,24.23,Breakdown,-0.43360773975390593
2026-02-13,10,SFX-PLM-ASSY-01,9.9,Preventive Maintenance,-1.0093624498134657
2026-02-13,6,FRA-PP-L01-03,56.13,Breakdown,0.8480792979920783
2026-02-13,3,HDR-MLD-L01-02,34.12,Preventive Maintenance,-0.03624457977560564
2026-02-13,9,SFX-PLM-PROG-01,23.02,Inventory Check,-0.48222345497875363
2026-02-13,6,FRA-PP-L01-03,11.18,Inventory Check,-0.9579342551954448
2026-02-13,5,FRA-PP-L01-02,53.15,Material Check,0.7283480323969986
2026-02-13,1,SF-SPI-L01-01,35.72,Breakdown,0.028040663496920266
2026-02-13,3,HDR-MLD-L01-02,31.62,Breakdown,-0.13669027238892714
2026-02-13,3,HDR-MLD-L01-02,29.97,Part Shortage,-0.2029844295137195
2026-02-13,9,SFX-PLM-PROG-01,39.77,Material Check,0.1907626855305015
2026-02-13,8,FRA-AOI-L01-01,69.33,Material Check,1.3784325549904164
2026-02-13,7,FRA-OVE-L01-01,2.77,Breakdown,-1.2958335651466588
2026-02-13,10,SFX-PLM-ASSY-01,76.58,Trial & Pilot Run,1.669725063569049
2026-02-13,2,HDR-MLD-L01-01,69.63,Trial & Pilot Run,1.3904860381040147
2026-02-13,3,HDR-MLD-L01-02,72.82,Material Check,1.5186547418786132
2026-02-13,2,HDR-MLD-L01-01,55.18,Calibration,0.8099099347990159
2026-02-13,10,SFX-PLM-ASSY-01,17.68,Part Shortage,-0.6967754544008086
2026-02-13,6,FRA-PP-L01-03,34.63,Meeting,-0.015753658482487817
2026-02-13,4,FRA-PP-L01-01,36.08,Meeting,0.04250484323323856
2026-02-13,4,FRA-PP-L01-01,73.42,Part Shortage,1.5427617081058107
2026-02-13,2,HDR-MLD-L01-01,44.03,Breakdown,0.3619221457436015
2026-02-13,2,HDR-MLD-L01-01,88.32,Part Shortage,2.141418036081207
2026-02-13,4,FRA-PP-L01-01,31.37,No Production & Break,-0.1467348416502593
2026-02-13,8,FRA-AOI-L01-01,65.97,Part Shortage,1.2434335441181121
2026-02-13,4,FRA-PP-L01-01,35.5,Breakdown,0.019201442546948007
2026-02-13,10,SFX-PLM-ASSY-01,27.02,Setup,-0.321510346797439
2026-02-13,4,FRA-PP-L01-01,36.27,Setup,0.050138715871851196
2026-02-13,9,SFX-PLM-PROG-01,28.15,Breakdown,-0.27610889373621766
2026-02-13,5,FRA-PP-L01-02,33.23,Cleaning,-0.07200324634594817
2026-02-16,2,HDR-MLD-L01-01,56.35,Breakdown,0.8569185189420505
2026-02-16,4,FRA-PP-L01-01,58.08,Breakdown,0.926426938230469
2026-02-16,4,FRA-PP-L01-01,40.53,Meeting,0.22129817608495117
2026-02-16,9,SFX-PLM-PROG-01,27.9,Setup,-0.28615346299754985
2026-02-16,4,FRA-PP-L01-01,35.7,Setup,0.027237097956013853
2026-02-16,1,SF-SPI-L01-01,32.0,Preventive Maintenance,-0.12142252711170227
2026-02-16,6,FRA-PP-L01-03,77.7,Part Shortage,1.7147247338598173
2026-02-16,3,HDR-MLD-L01-02,131.35,Part Shortage,3.8702892973416994
2026-02-16,1,SF-SPI-L01-01,6.03,Trial & Pilot Run,-1.1648523819788874
2026-02-16,6,FRA-PP-L01-03,43.35,Preventive Maintenance,0.33460091735277797
2026-02-16,7,FRA-OVE-L01-01,5.05,Calibration,-1.2042270934833095
2026-02-16,3,HDR-MLD-L01-02,29.05,No Production & Break,-0.2399484443954218
2026-02-16,7,FRA-OVE-L01-01,40.48,Breakdown,0.21928926223268458
2026-02-16,1,SF-SPI-L01-01,9.02,Part Shortage,-1.0447193336133547
2026-02-16,3,HDR-MLD-L01-02,21.37,Setup,-0.5485176121035459
2026-02-16,10,SFX-PLM-ASSY-01,35.73,Meeting,0.02844244626737347
2026-02-16,9,SFX-PLM-PROG-01,34.52,Meeting,-0.02017326895747395
2026-02-16,5,FRA-PP-L01-02,17.82,Fire Drills,-0.6911504956144626
2026-02-16,3,HDR-MLD-L01-02,33.38,Preventive Maintenance,-0.06597650478914864
2026-02-16,7,FRA-OVE-L01-01,42.12,Part Shortage,0.2851816365870236
2026-02-16,6,FRA-PP-L01-03,109.42,Breakdown,2.9891796817376424
2026-02-16,5,FRA-PP-L01-02,44.13,Inventory Check,0.3659399734481344
2026-02-16,3,HDR-MLD-L01-02,34.77,Material Check,-0.010128699696141785
2026-02-16,1,SF-SPI-L01-01,67.52,Breakdown,1.3057098735383714
2026-02-16,8,FRA-AOI-L01-01,49.68,Part Shortage,0.5889294110497083
2026-02-16,4,FRA-PP-L01-01,27.48,Inventory Check,-0.3030283393565878
2026-02-16,3,HDR-MLD-L01-02,18.2,Calibration,-0.6758827503372378
2026-02-16,9,SFX-PLM-PROG-01,15.6,Inventory Check,-0.7803462706550921
2026-02-16,6,FRA-PP-L01-03,11.53,Meeting,-0.9438718582295798
2026-02-16,10,SFX-PLM-ASSY-01,39.67,Cleaning,0.18674485782596856
2026-02-16,9,SFX-PLM-PROG-01,16.2,Breakdown,-0.756239304427895
2026-02-16,8,FRA-AOI-L01-01,40.3,Breakdown,0.21205717236452543
2026-02-16,3,HDR-MLD-L01-02,10.23,Cleaning,-0.996103618388507
2026-02-16,3,HDR-MLD-L01-02,44.85,Trial & Pilot Run,0.394868332920771
2026-02-16,7,FRA-OVE-L01-01,34.97,Trial & Pilot Run,-0.0020930442870762253
2026-02-17,2,HDR-MLD-L01-01,51.42,Part Shortage,0.6588396131085802
2026-02-17,4,FRA-PP-L01-01,7.58,Fire Drills,-1.1025760525586281
2026-02-17,1,SF-SPI-L01-01,44.27,Calibration,0.37156493223448045
2026-02-17,5,FRA-PP-L01-02,39.87,Cleaning,0.19478051323503412
2026-02-17,8,FRA-AOI-L01-01,91.12,Breakdown,2.253917211808128
2026-02-17,9,SFX-PLM-PROG-01,28.35,Fire Drills,-0.2680732383271518
2026-02-17,3,HDR-MLD-L01-02,44.02,Part Shortage,0.36152036297314827
2026-02-17,5,FRA-PP-L01-02,118.53,Breakdown,3.3552037856205863
2026-02-17,5,FRA-PP-L01-02,22.98,Meeting,-0.4838305860605667
2026-02-17,10,SFX-PLM-ASSY-01,33.38,Material Check,-0.06597650478914864
2026-02-17,8,FRA-AOI-L01-01,35.63,Meeting,0.024424618562840835
2026-02-17,7,FRA-OVE-L01-01,37.35,Breakdown,0.09353125508080608
2026-02-17,1,SF-SPI-L01-01,45.32,Breakdown,0.4137521231320754
2026-02-17,9,SFX-PLM-PROG-01,24.67,No Production & Break,-0.41592929785396127
2026-02-17,5,FRA-PP-L01-02,65.17,Trial & Pilot Run,1.2112909224818493
2026-02-17,4,FRA-PP-L01-01,18.98,Calibration,-0.6445436942418813
2026-02-17,1,SF-SPI-L01-01,44.95,Preventive Maintenance,0.3988861606253039
2026-02-17,4,FRA-PP-L01-01,45.43,Breakdown,0.4181717336070615
2026-02-17,1,SF-SPI-L01-01,8.92,Trial & Pilot Run,-1.0487371613178875
2026-02-17,9,SFX-PLM-PROG-01,7.43,Breakdown,-1.1086027941154273
2026-02-17,9,SFX-PLM-PROG-01,28.42,Part Shortage,-0.26526075893397877
2026-02-17,10,SFX-PLM-ASSY-01,151.67,Breakdown,4.686711886902777
2026-02-17,10,SFX-PLM-ASSY-01,95.77,Part Shortage,2.4407462000689057
2026-02-17,1,SF-SPI-L01-01,14.87,Inventory Check,-0.8096764128981823
2026-02-17,6,FRA-PP-L01-03,50.08,Breakdown,0.6050007218678397
2026-02-17,7,FRA-OVE-L01-01,34.55,Fire Drills,-0.018967920646114328
2026-02-17,2,HDR-MLD-L01-01,12.8,Inventory Check,-0.8928454463820124
2026-02-17,8,FRA-AOI-L01-01,37.53,Setup,0.10076334494896522
2026-02-17,10,SFX-PLM-ASSY-01,30.2,Trial & Pilot Run,-0.1937434257932939
2026-02-17,4,FRA-PP-L01-01,32.37,Cleaning,-0.10655656460493078
2026-02-17,10,SFX-PLM-ASSY-01,19.2,Cleaning,-0.635704473291909
2026-02-17,2,HDR-MLD-L01-01,44.85,Meeting,0.394868332920771
2026-02-18,7,FRA-OVE-L01-01,41.95,Calibration,0.27835132948931796
2026-02-18,7,FRA-OVE-L01-01,16.87,Fire Drills,-0.7293198588075248
2026-02-18,9,SFX-PLM-PROG-01,19.55,Calibration,-0.621642076326044
2026-02-18,5,FRA-PP-L01-02,14.3,Preventive Maintenance,-0.8325780308140194
2026-02-18,9,SFX-PLM-PROG-01,37.58,Part Shortage,0.10277225880123154
2026-02-18,10,SFX-PLM-ASSY-01,91.97,Part Shortage,2.288068747296657
2026-02-18,9,SFX-PLM-PROG-01,15.9,Material Check,-0.7682927875414937
2026-02-18,5,FRA-PP-L01-02,15.8,Setup,-0.7723106152460264
2026-02-18,7,FRA-OVE-L01-01,15.57,Preventive Maintenance,-0.7815516189664521
2026-02-18,3,HDR-MLD-L01-02,43.37,Trial & Pilot Run,0.3354044828936844
2026-02-18,2,HDR-MLD-L01-01,44.4,Setup,0.37678810825037296
2026-02-18,2,HDR-MLD-L01-01,43.08,Calibration,0.32375278255053913
2026-02-18,9,SFX-PLM-PROG-01,31.53,No Production & Break,-0.1403063173230067
2026-02-18,2,HDR-MLD-L01-01,26.78,Part Shortage,-0.3311531332883178
2026-02-18,10,SFX-PLM-ASSY-01,40.03,Setup,0.20120903756228686
2026-02-18,9,SFX-PLM-PROG-01,82.12,Breakdown,1.89231271840017
2026-02-18,6,FRA-PP-L01-03,2.08,Breakdown,-1.3235565763079358
2026-02-18,7,FRA-OVE-L01-01,34.58,Part Shortage,-0.017762572334754423
2026-02-18,4,FRA-PP-L01-01,44.0,Trial & Pilot Run,0.36071679743224155
2026-02-18,5,FRA-PP-L01-02,17.4,No Production & Break,-0.7080253719735007
2026-02-18,1,SF-SPI-L01-01,36.97,Part Shortage,0.07826350980358109
2026-02-18,2,HDR-MLD-L01-01,36.83,Trial & Pilot Run,0.07263855101723504
2026-02-18,10,SFX-PLM-ASSY-01,49.82,Breakdown,0.5945543698360544
2026-02-18,2,HDR-MLD-L01-01,9.02,Meeting,-1.0447193336133547
2026-02-18,3,HDR-MLD-L01-02,13.53,Calibration,-0.8635153041389225
2026-02-18,7,FRA-OVE-L01-01,18.45,Breakdown,-0.6658381810759055
2026-02-18,1,SF-SPI-L01-01,7.92,Material Check,-1.0889154383632162
2026-02-18,5,FRA-PP-L01-02,14.73,Part Shortage,-0.8153013716845281
2026-02-18,2,HDR-MLD-L01-01,16.55,Fire Drills,-0.7421769074620299
2026-02-18,4,FRA-PP-L01-01,32.13,Cleaning,-0.11619935109580945
2026-02-18,3,HDR-MLD-L01-02,132.77,Breakdown,3.9273424507460666
2026-02-18,9,SFX-PLM-PROG-01,24.93,Trial & Pilot Run,-0.40548294582217587
2026-02-18,3,HDR-MLD-L01-02,14.73,Inventory Check,-0.8153013716845281
2026-02-18,4,FRA-PP-L01-01,18.48,Inventory Check,-0.6646328327645457
2026-02-19,4,FRA-PP-L01-01,29.68,Breakdown,-0.21463612985686478
2026-02-19,6,FRA-PP-L01-03,30.02,Part Shortage,-0.20097551566145302
2026-02-19,10,SFX-PLM-ASSY-01,10.2,Calibration,-0.997308966699867
2026-02-19,9,SFX-PLM-PROG-01,40.15,Fire Drills,0.20603043080772618
2026-02-19,6,FRA-PP-L01-03,17.65,Meeting,-0.6979808027121686
2026-02-19,3,HDR-MLD-L01-02,91.8,Breakdown,2.281238440198951
2026-02-19,8,FRA-AOI-L01-01,23.8,Fire Drills,-0.4508843988833972
2026-02-19,5,FRA-PP-L01-02,9.07,Breakdown,-1.0427104197610884
2026-02-19,7,FRA-OVE-L01-01,119.43,Breakdown,3.391364234961382
2026-02-19,2,HDR-MLD-L01-01,35.28,Fire Drills,0.01036222159697575
2026-02-19,2,HDR-MLD-L01-01,33.62,Material Check,-0.05633371829826996
2026-02-19,10,SFX-PLM-ASSY-01,27.52,Preventive Maintenance,-0.30142120827477464
2026-02-19,9,SFX-PLM-PROG-01,50.48,Part Shortage,0.6210720326859711
2026-02-19,10,SFX-PLM-ASSY-01,52.62,Part Shortage,0.7070535455629745
2026-02-19,8,FRA-AOI-L01-01,37.72,Calibration,0.10839721758757757
2026-02-19,3,HDR-MLD-L01-02,23.52,No Production & Break,-0.46213431645608927
2026-02-19,6,FRA-PP-L01-03,7.22,Breakdown,-1.1170402322949464
2026-02-19,3,HDR-MLD-L01-02,95.07,Part Shortage,2.4126214061371756
2026-02-19,2,HDR-MLD-L01-01,32.28,Preventive Maintenance,-0.11017260953901022
2026-02-19,9,SFX-PLM-PROG-01,15.87,Cleaning,-0.7694981358528535
2026-02-19,1,SF-SPI-L01-01,55.12,Breakdown,0.8074992381762961
2026-02-19,2,HDR-MLD-L01-01,31.75,Inventory Check,-0.13146709637303444
2026-02-19,2,HDR-MLD-L01-01,55.68,Breakdown,0.8299990733216802
2026-02-19,7,FRA-OVE-L01-01,33.28,No Production & Break,-0.06999433249368156
2026-02-19,3,HDR-MLD-L01-02,11.02,Calibration,-0.9643627795226974
2026-02-19,10,SFX-PLM-ASSY-01,53.45,Breakdown,0.7404015155105974
2026-02-19,5,FRA-PP-L01-02,32.68,Cleaning,-0.09410129872087881
2026-02-19,1,SF-SPI-L01-01,20.6,Part Shortage,-0.5794548854284489
2026-02-19,5,FRA-PP-L01-02,26.2,Trial & Pilot Run,-0.3544565339746085
2026-02-19,3,HDR-MLD-L01-02,28.35,Material Check,-0.2680732383271518
2026-02-20,3,HDR-MLD-L01-02,6.57,Inventory Check,-1.1431561123744098
2026-02-20,8,FRA-AOI-L01-01,32.33,Breakdown,-0.10816369568674389
2026-02-20,7,FRA-OVE-L01-01,7.02,Cleaning,-1.1250758877040121
2026-02-20,1,SF-SPI-L01-01,10.57,No Production & Break,-0.9824430041930953
2026-02-20,5,FRA-PP-L01-02,52.27,No Production & Break,0.6929911485971096
2026-02-20,2,HDR-MLD-L01-01,90.75,Breakdown,2.2390512493013563
2026-02-20,5,FRA-PP-L01-02,3.62,Part Shortage,-1.2616820296581295
2026-02-20,4,FRA-PP-L01-01,61.33,Breakdown,1.057006338627787
2026-02-20,6,FRA-PP-L01-03,12.43,Preventive Maintenance,-0.9077114088887841
2026-02-20,8,FRA-AOI-L01-01,18.15,Fire Drills,-0.6778916641895042
2026-02-20,2,HDR-MLD-L01-01,9.98,Cleaning,-1.0061481876498393
2026-02-20,10,SFX-PLM-ASSY-01,43.65,Part Shortage,0.34665440046637647
2026-02-20,10,SFX-PLM-ASSY-01,43.92,Trial & Pilot Run,0.35750253526861536
2026-02-20,1,SF-SPI-L01-01,6.35,Inventory Check,-1.1519953333243822
2026-02-20,9,SFX-PLM-PROG-01,40.37,Part Shortage,0.21486965175769845
2026-02-20,8,FRA-AOI-L01-01,32.82,Cleaning,-0.08847633993453277
2026-02-20,8,FRA-AOI-L01-01,24.32,Part Shortage,-0.42999169481982635
2026-02-20,6,FRA-PP-L01-03,87.98,Part Shortage,2.127757421885796
2026-02-20,3,HDR-MLD-L01-02,34.03,Preventive Maintenance,-0.039860624709685065
2026-02-20,5,FRA-PP-L01-02,36.07,Material Check,0.04210306046278535
2026-02-20,5,FRA-PP-L01-02,28.22,Calibration,-0.27329641434304464
2026-02-20,5,FRA-PP-L01-02,64.88,Breakdown,1.1996392221387038
2026-02-20,2,HDR-MLD-L01-01,13.27,Setup,-0.873961656170708
2026-02-20,1,SF-SPI-L01-01,5.93,Part Shortage,-1.1688702096834203
2026-02-20,1,SF-SPI-L01-01,75.83,Breakdown,1.6395913557850526
2026-02-20,4,FRA-PP-L01-01,26.05,No Production & Break,-0.36048327553140774
2026-02-20,7,FRA-OVE-L01-01,43.37,Fire Drills,0.3354044828936844
2026-02-20,6,FRA-PP-L01-03,7.37,Breakdown,-1.111013490738147
2026-02-20,8,FRA-AOI-L01-01,23.33,Inventory Check,-0.4697681890947018
2026-02-20,10,SFX-PLM-ASSY-01,20.97,Breakdown,-0.5645889229216774
2026-02-20,3,HDR-MLD-L01-02,23.13,Material Check,-0.4778038445037675
2026-02-20,2,HDR-MLD-L01-01,44.18,Material Check,0.3679488873004007
2026-02-20,3,HDR-MLD-L01-02,11.37,Meeting,-0.9503003825568325
2026-02-23,5,FRA-PP-L01-02,20.42,Setup,-0.5866869752966081
2026-02-23,8,FRA-AOI-L01-01,37.33,Inventory Check,0.09272768953989938
2026-02-23,3,HDR-MLD-L01-02,57.05,Part Shortage,0.8850433128737804
2026-02-23,3,HDR-MLD-L01-02,16.78,Breakdown,-0.7329359037416043
2026-02-23,5,FRA-PP-L01-02,21.3,Material Check,-0.5513300914967189
2026-02-23,9,SFX-PLM-PROG-01,25.18,Setup,-0.3954383765608437
2026-02-23,10,SFX-PLM-ASSY-01,36.77,Material Check,0.07022785439451552
2026-02-23,1,SF-SPI-L01-01,36.72,Cleaning,0.06821894054224892
2026-02-23,5,FRA-PP-L01-02,95.25,Part Shortage,2.4198534960053353
2026-02-23,10,SFX-PLM-ASSY-01,29.92,Breakdown,-0.20499334336598582
2026-02-23,6,FRA-PP-L01-03,25.2,Preventive Maintenance,-0.39463481101993714
2026-02-23,4,FRA-PP-L01-01,19.03,Breakdown,-0.6425347803896149
2026-02-23,6,FRA-PP-L01-03,107.0,Breakdown,2.8919482512879466
2026-02-23,7,FRA-OVE-L01-01,83.93,Calibration,1.965035399852215
2026-02-23,3,HDR-MLD-L01-02,23.47,Setup,-0.46414323030835575
2026-02-23,8,FRA-AOI-L01-01,23.67,Breakdown,-0.4561075748992899
2026-02-23,2,HDR-MLD-L01-01,33.23,Part Shortage,-0.07200324634594817
2026-02-23,3,HDR-MLD-L01-02,37.77,Calibration,0.11040613143984418
2026-02-23,5,FRA-PP-L01-02,44.4,Calibration,0.37678810825037296
2026-02-23,7,FRA-OVE-L01-01,15.85,Part Shortage,-0.77030170139376
2026-02-23,1,SF-SPI-L01-01,25.05,Part Shortage,-0.4006615525767364
2026-02-23,5,FRA-PP-L01-02,25.13,No Production & Break,-0.39744729041311017
2026-02-23,6,FRA-PP-L01-03,23.1,Cleaning,-0.4790091928151272
2026-02-23,3,HDR-MLD-L01-02,27.45,Material Check,-0.30423368766794767
2026-02-23,6,FRA-PP-L01-03,15.77,Calibration,-0.7735159635573864
2026-02-23,9,SFX-PLM-PROG-01,29.75,Part Shortage,-0.21182365046369175
2026-02-23,7,FRA-OVE-L01-01,41.32,Setup,0.2530390149507608
2026-02-23,1,SF-SPI-L01-01,43.38,Breakdown,0.3358062656641379
2026-02-23,6,FRA-PP-L01-03,13.15,Inventory Check,-0.8787830494161475
2026-02-23,4,FRA-PP-L01-01,39.03,Preventive Maintenance,0.1610307605169582
2026-02-23,8,FRA-AOI-L01-01,145.2,Part Shortage,4.426758434419501
2026-02-23,8,FRA-AOI-L01-01,6.8,Meeting,-1.1339151086539843
2026-02-24,8,FRA-AOI-L01-01,42.45,Meeting,0.29844046801198226
2026-02-24,4,FRA-PP-L01-01,6.53,Trial & Pilot Run,-1.1447632434562232
2026-02-24,8,FRA-AOI-L01-01,56.83,Breakdown,0.8762040919238081
2026-02-24,8,FRA-AOI-L01-01,40.57,Material Check,0.2229053071667643
2026-02-24,8,FRA-AOI-L01-01,7.62,Trial & Pilot Run,-1.1009689214768148
2026-02-24,10,SFX-PLM-ASSY-01,16.9,Inventory Check,-0.728114510496165
2026-02-24,3,HDR-MLD-L01-02,39.77,Breakdown,0.1907626855305015
2026-02-24,9,SFX-PLM-PROG-01,35.98,Inventory Check,0.038487015528705634
2026-02-24,8,FRA-AOI-L01-01,44.23,Preventive Maintenance,0.369957801152667
2026-02-24,8,FRA-AOI-L01-01,21.25,Fire Drills,-0.5533390053489853
2026-02-24,7,FRA-OVE-L01-01,24.07,Setup,-0.4400362640811585
2026-02-24,5,FRA-PP-L01-02,33.67,Calibration,-0.054324804446003364
2026-02-24,5,FRA-PP-L01-02,66.3,Part Shortage,1.2566923755430703
2026-02-24,7,FRA-OVE-L01-01,67.15,Part Shortage,1.2908439110316001
2026-02-24,6,FRA-PP-L01-03,39.92,Part Shortage,0.19678942708730074
2026-02-24,3,HDR-MLD-L01-02,9.48,Setup,-1.0262373261725035
2026-02-24,1,SF-SPI-L01-01,16.83,Breakdown,-0.730926989889338
2026-02-24,2,HDR-MLD-L01-01,42.52,No Production & Break,0.3012529474051553
2026-02-24,7,FRA-OVE-L01-01,27.78,Meeting,-0.29097485624298913
2026-02-24,9,SFX-PLM-PROG-01,8.05,Cleaning,-1.0836922623473235
2026-02-24,9,SFX-PLM-PROG-01,33.57,Breakdown,-0.05834263215053628
2026-02-24,4,FRA-PP-L01-01,34.42,Part Shortage,-0.02419109666200687
2026-02-24,1,SF-SPI-L01-01,6.6,Material Check,-1.14195076406305
2026-02-24,8,FRA-AOI-L01-01,8.62,Calibration,-1.0607906444314863
2026-02-24,9,SFX-PLM-PROG-01,64.65,Part Shortage,1.1903982184182784
2026-02-24,1,SF-SPI-L01-01,22.0,Part Shortage,-0.5232052975649888
2026-02-24,2,HDR-MLD-L01-01,56.42,Part Shortage,0.8597309983352235
2026-02-24,7,FRA-OVE-L01-01,39.25,No Production & Break,0.16986998146693047
2026-02-25,10,SFX-PLM-ASSY-01,54.92,Breakdown,0.7994635827672305
2026-02-25,2,HDR-MLD-L01-01,61.18,Breakdown,1.0509795970709879
2026-02-25,5,FRA-PP-L01-02,60.12,Breakdown,1.0083906234029394
2026-02-25,3,HDR-MLD-L01-02,55.07,Part Shortage,0.8054903243240298
2026-02-25,1,SF-SPI-L01-01,49.17,Breakdown,0.5684384897565907
2026-02-25,4,FRA-PP-L01-01,14.38,Cleaning,-0.8293637686503931
2026-02-25,2,HDR-MLD-L01-01,47.1,Part Shortage,0.48526945627276047
2026-02-25,7,FRA-OVE-L01-01,36.55,Breakdown,0.06138863344454298
2026-02-25,3,HDR-MLD-L01-02,49.93,Material Check,0.5989739803110404
2026-02-25,10,SFX-PLM-ASSY-01,37.63,Cleaning,0.10478117265349814
2026-02-25,4,FRA-PP-L01-01,18.6,Inventory Check,-0.6598114395191061
2026-02-25,6,FRA-PP-L01-03,3.25,Part Shortage,-1.276547992164901
2026-02-25,3,HDR-MLD-L01-02,12.23,Setup,-0.9157470642978498
2026-02-25,4,FRA-PP-L01-01,141.23,Breakdown,4.267250674549546
2026-02-25,9,SFX-PLM-PROG-01,41.67,Part Shortage,0.2671014119166259
2026-02-25,1,SF-SPI-L01-01,5.17,No Production & Break,-1.19940570023787
2026-02-25,3,HDR-MLD-L01-02,40.27,Breakdown,0.2108518240531658
2026-02-25,8,FRA-AOI-L01-01,11.1,No Production & Break,-0.9611485173590711
2026-02-25,2,HDR-MLD-L01-01,21.52,Material Check,-0.5424908705467466
2026-02-25,2,HDR-MLD-L01-01,21.37,Inventory Check,-0.5485176121035459
2026-02-25,9,SFX-PLM-PROG-01,13.08,Breakdown,-0.8815955288093205
2026-02-25,4,FRA-PP-L01-01,33.52,Preventive Maintenance,-0.060351546002802604
2026-02-25,4,FRA-PP-L01-01,38.47,Part Shortage,0.13853092537157408
2026-02-25,7,FRA-OVE-L01-01,33.42,Trial & Pilot Run,-0.06436937370733553
2026-02-25,6,FRA-PP-L01-03,4.43,Breakdown,-1.2291376252514132
2026-02-25,5,FRA-PP-L01-02,29.18,Material Check,-0.2347252683795291
2026-02-25,8,FRA-AOI-L01-01,38.75,Cleaning,0.14978084294426613
2026-02-25,10,SFX-PLM-ASSY-01,1.3,Part Shortage,-1.3548956324032921
2026-02-25,6,FRA-PP-L01-03,18.87,Fire Drills,-0.6489633047168675
2026-02-25,8,FRA-AOI-L01-01,29.45,Part Shortage,-0.2238771335772904
2026-02-25,9,SFX-PLM-PROG-01,35.85,Material Check,0.033263839512813094
2026-02-25,10,SFX-PLM-ASSY-01,81.08,Inventory Check,1.850527310273028
2026-02-25,5,FRA-PP-L01-02,37.7,Part Shortage,0.10759365204667116
2026-02-25,10,SFX-PLM-ASSY-01,36.58,Material Check,0.06259398175590289
2026-02-26,3,HDR-MLD-L01-02,38.33,Trial & Pilot Run,0.13290596658522802
2026-02-26,8,FRA-AOI-L01-01,48.67,Part Shortage,0.5483493512339265
2026-02-26,1,SF-SPI-L01-01,71.67,Cleaning,1.4724497232764855
2026-02-26,9,SFX-PLM-PROG-01,7.62,Trial & Pilot Run,-1.1009689214768148
2026-02-26,4,FRA-PP-L01-01,26.67,Preventive Maintenance,-0.3355727437633039
2026-02-26,4,FRA-PP-L01-01,51.72,Breakdown,0.6708930962221787
2026-02-26,4,FRA-PP-L01-01,44.67,Meeting,0.38763624305261185
2026-02-26,2,HDR-MLD-L01-01,42.75,Meeting,0.31049395112558076
2026-02-26,3,HDR-MLD-L01-02,108.68,Breakdown,2.9594477567240993
2026-02-26,5,FRA-PP-L01-02,56.08,Part Shortage,0.8460703841398116
2026-02-26,3,HDR-MLD-L01-02,21.38,Inventory Check,-0.5481158293330927
2026-02-26,1,SF-SPI-L01-01,72.1,Part Shortage,1.4897263824059765
2026-02-26,2,HDR-MLD-L01-01,26.6,Inventory Check,-0.33838522315647696
2026-02-26,2,HDR-MLD-L01-01,57.07,Breakdown,0.8858468784146871
2026-02-26,8,FRA-AOI-L01-01,43.63,Setup,0.3458508349254701
2026-02-26,5,FRA-PP-L01-02,17.47,Inventory Check,-0.7052128925803277
2026-02-26,9,SFX-PLM-PROG-01,98.05,Part Shortage,2.532352671732255
2026-02-26,3,HDR-MLD-L01-02,27.07,Part Shortage,-0.3195014329451725
2026-02-26,10,SFX-PLM-ASSY-01,41.9,Breakdown,0.2763424156370513
2026-02-26,7,FRA-OVE-L01-01,6.4,Part Shortage,-1.1499864194721159
